"booking_id","guest_id","listing_id","booking_status_id","checkindate","checkoutdate","no_of_days","booking_date"
7565,7565,7565,1,"2023-07-31","2023-08-02",2,"2023-07-15"
7566,7566,7566,3,"2023-02-28","2023-03-09",9,"2023-02-14"
7567,7567,7567,2,"2023-11-10","2023-11-24",14,"2023-10-28"
7568,7568,7568,1,"2023-07-13","2023-07-20",7,"2023-07-03"
7569,7569,7569,1,"2023-07-23","2023-08-03",11,"2023-06-28"
7570,7570,7570,1,"2023-07-19","2023-07-27",8,"2023-06-23"
7571,7571,7571,1,"2023-06-06","2023-06-14",8,"2023-05-15"
7572,7572,7572,1,"2023-03-22","2023-03-28",6,"2023-03-19"
7573,7573,7573,1,"2023-10-11","2023-10-24",13,"2023-09-19"
7574,7574,7574,3,"2024-01-16","2024-01-22",6,"2023-12-17"
7575,7575,7575,1,"2023-11-28","2023-12-03",5,"2023-10-29"
7576,7576,7576,3,"2023-07-22","2023-07-30",8,"2023-07-03"
7577,7577,7577,2,"2023-10-06","2023-10-12",6,"2023-09-13"
7578,7578,7578,2,"2023-11-22","2023-11-25",3,"2023-11-12"
7579,7579,7579,1,"2023-11-27","2023-12-08",11,"2023-11-01"
7580,7580,7580,3,"2023-09-04","2023-09-12",8,"2023-08-05"
7581,7581,7581,2,"2023-12-20","2023-12-22",2,"2023-12-19"
7582,7582,7582,2,"2023-11-20","2023-12-01",11,"2023-11-12"
7583,7583,7583,2,"2023-08-17","2023-08-24",7,"2023-08-16"
7584,7584,7584,1,"2023-11-25","2023-12-09",14,"2023-11-17"
7585,7585,7585,1,"2023-12-17","2023-12-22",5,"2023-12-09"
7586,7586,7586,3,"2024-01-01","2024-01-15",14,"2023-12-18"
7587,7587,7587,2,"2023-09-24","2023-09-29",5,"2023-09-23"
7588,7588,7588,3,"2023-10-20","2023-10-27",7,"2023-10-15"
7589,7589,7589,3,"2023-03-03","2023-03-04",1,"2023-02-20"
7590,7590,7590,2,"2023-08-14","2023-08-15",1,"2023-08-01"
7591,7591,7591,1,"2023-12-02","2023-12-12",10,"2023-12-02"
7592,7592,7592,2,"2023-12-21","2023-12-22",1,"2023-12-16"
7593,7593,7593,1,"2023-05-11","2023-05-22",11,"2023-05-03"
7594,7594,7594,2,"2023-05-11","2023-05-16",5,"2023-04-30"
7595,7595,7595,1,"2023-05-20","2023-05-21",1,"2023-05-06"
7596,7596,7596,1,"2023-07-13","2023-07-25",12,"2023-07-06"
7597,7597,7597,2,"2023-10-17","2023-10-22",5,"2023-09-20"
7598,7598,7598,2,"2023-07-22","2023-07-30",8,"2023-07-22"
7599,7599,7599,1,"2023-05-29","2023-06-03",5,"2023-05-27"
7600,7600,7600,3,"2023-02-28","2023-03-13",13,"2023-02-17"
7601,7601,7601,1,"2023-12-02","2023-12-03",1,"2023-12-02"
7602,7602,7602,2,"2023-06-25","2023-07-02",7,"2023-06-17"
7603,7603,7603,2,"2023-06-24","2023-06-25",1,"2023-06-02"
7604,7604,7604,2,"2023-03-07","2023-03-14",7,"2023-02-06"
7605,7605,7605,3,"2023-10-14","2023-10-28",14,"2023-10-09"
7606,7606,7606,2,"2023-11-19","2023-12-02",13,"2023-11-07"
7607,7607,7607,1,"2023-08-09","2023-08-13",4,"2023-07-22"
7608,7608,7608,2,"2023-12-20","2024-01-03",14,"2023-11-29"
7609,7609,7609,3,"2023-06-11","2023-06-19",8,"2023-05-18"
7610,7610,7610,1,"2023-05-06","2023-05-09",3,"2023-04-29"
7611,7611,7611,2,"2023-09-11","2023-09-25",14,"2023-09-02"
7612,7612,7612,3,"2023-12-31","2024-01-14",14,"2023-12-25"
7613,7613,7613,2,"2023-09-25","2023-09-28",3,"2023-09-19"
7614,7614,7614,2,"2023-09-01","2023-09-02",1,"2023-08-30"
7615,7615,7615,3,"2023-02-27","2023-03-08",9,"2023-02-09"
7616,7616,7616,3,"2023-12-15","2023-12-28",13,"2023-12-01"
7617,7617,7617,2,"2023-06-28","2023-06-30",2,"2023-06-21"
7618,7618,7618,2,"2023-06-06","2023-06-07",1,"2023-05-07"
7619,7619,7619,3,"2023-08-11","2023-08-15",4,"2023-07-30"
7620,7620,7620,3,"2023-12-06","2023-12-19",13,"2023-11-10"
7621,7621,7621,2,"2023-09-21","2023-09-22",1,"2023-09-09"
7622,7622,7622,3,"2023-08-22","2023-08-26",4,"2023-08-15"
7623,7623,7623,3,"2023-10-06","2023-10-15",9,"2023-09-27"
7624,7624,7624,2,"2023-12-29","2024-01-12",14,"2023-12-12"
7625,7625,7625,1,"2023-11-01","2023-11-03",2,"2023-10-09"
7626,7626,7626,1,"2023-10-06","2023-10-18",12,"2023-09-27"
7627,7627,7627,3,"2023-03-28","2023-03-30",2,"2023-03-03"
7628,7628,7628,3,"2023-06-08","2023-06-17",9,"2023-05-30"
7629,7629,7629,2,"2024-02-15","2024-02-16",1,"2024-01-27"
7630,7630,7630,3,"2023-11-27","2023-12-08",11,"2023-10-30"
7631,7631,7631,2,"2023-06-21","2023-07-04",13,"2023-06-17"
7632,7632,7632,2,"2023-05-24","2023-05-25",1,"2023-05-14"
7633,7633,7633,1,"2023-04-18","2023-04-28",10,"2023-03-22"
7634,7634,7634,3,"2023-11-22","2023-12-02",10,"2023-10-31"
7635,7635,7635,1,"2023-12-28","2023-12-30",2,"2023-12-02"
7636,7636,7636,1,"2023-02-24","2023-03-01",5,"2023-01-31"
7637,7637,7637,3,"2023-07-15","2023-07-25",10,"2023-06-27"
7638,7638,7638,1,"2023-07-14","2023-07-25",11,"2023-06-14"
7639,7639,7639,1,"2023-08-11","2023-08-14",3,"2023-07-28"
7640,7640,7640,2,"2024-01-11","2024-01-25",14,"2024-01-02"
7641,7641,7641,3,"2023-08-05","2023-08-18",13,"2023-07-12"
7642,7642,7642,2,"2023-07-22","2023-08-03",12,"2023-06-22"
7643,7643,7643,3,"2023-07-25","2023-07-29",4,"2023-07-22"
7644,7644,7644,2,"2023-09-01","2023-09-09",8,"2023-08-17"
7645,7645,7645,1,"2024-02-03","2024-02-08",5,"2024-01-10"
7646,7646,7646,1,"2023-10-15","2023-10-25",10,"2023-10-13"
7647,7647,7647,1,"2023-12-10","2023-12-18",8,"2023-12-06"
7648,7648,7648,1,"2023-04-29","2023-05-05",6,"2023-04-20"
7649,7649,7649,1,"2023-08-18","2023-08-26",8,"2023-08-13"
7650,7650,7650,2,"2023-11-06","2023-11-19",13,"2023-11-05"
7651,7651,7651,1,"2023-10-26","2023-11-06",11,"2023-10-09"
7652,7652,7652,1,"2023-10-07","2023-10-15",8,"2023-09-09"
7653,7653,7653,2,"2023-08-24","2023-09-06",13,"2023-08-23"
7654,7654,7654,2,"2023-03-17","2023-03-26",9,"2023-02-23"
7655,7655,7655,1,"2023-05-19","2023-06-01",13,"2023-05-12"
7656,7656,7656,3,"2023-06-03","2023-06-08",5,"2023-05-27"
7657,7657,7657,1,"2023-03-06","2023-03-14",8,"2023-02-20"
7658,7658,7658,2,"2023-10-29","2023-11-12",14,"2023-10-16"
7659,7659,7659,3,"2023-05-18","2023-05-22",4,"2023-05-05"
7660,7660,7660,1,"2023-03-21","2023-03-28",7,"2023-03-15"
7661,7661,7661,3,"2024-01-06","2024-01-10",4,"2023-12-13"
7662,7662,7662,1,"2023-10-22","2023-10-24",2,"2023-10-06"
7663,7663,7663,1,"2023-02-24","2023-02-26",2,"2023-01-25"
7664,7664,7664,1,"2023-04-01","2023-04-13",12,"2023-03-27"
7665,7665,7665,3,"2023-03-17","2023-03-25",8,"2023-02-17"
7666,7666,7666,3,"2023-09-03","2023-09-17",14,"2023-08-23"
7667,7667,7667,3,"2023-06-06","2023-06-10",4,"2023-05-16"
7668,7668,7668,1,"2023-11-15","2023-11-20",5,"2023-11-12"
7669,7669,7669,1,"2023-05-14","2023-05-16",2,"2023-04-29"
7670,7670,7670,3,"2023-11-26","2023-12-04",8,"2023-11-19"
7671,7671,7671,2,"2023-06-04","2023-06-09",5,"2023-05-12"
7672,7672,7672,1,"2024-01-21","2024-01-26",5,"2023-12-23"
7673,7673,7673,2,"2023-09-05","2023-09-16",11,"2023-08-19"
7674,7674,7674,1,"2023-12-17","2023-12-20",3,"2023-12-02"
7675,7675,7675,2,"2023-12-02","2023-12-10",8,"2023-11-20"
7676,7676,7676,3,"2024-01-17","2024-01-31",14,"2024-01-06"
7677,7677,7677,2,"2023-10-24","2023-10-26",2,"2023-10-07"
7678,7678,7678,2,"2023-04-13","2023-04-21",8,"2023-03-18"
7679,7679,7679,1,"2023-10-14","2023-10-25",11,"2023-09-27"
7680,7680,7680,3,"2024-02-19","2024-02-24",5,"2024-02-05"
7681,7681,7681,1,"2023-10-20","2023-10-22",2,"2023-10-08"
7682,7682,7682,3,"2023-12-25","2023-12-29",4,"2023-11-30"
7683,7683,7683,3,"2023-12-12","2023-12-20",8,"2023-11-20"
7684,7684,7684,2,"2023-05-25","2023-06-06",12,"2023-05-02"
7685,7685,7685,3,"2024-02-05","2024-02-19",14,"2024-01-13"
7686,7686,7686,2,"2023-03-08","2023-03-10",2,"2023-03-07"
7687,7687,7687,2,"2023-10-12","2023-10-19",7,"2023-10-05"
7688,7688,7688,3,"2023-06-05","2023-06-19",14,"2023-06-04"
7689,7689,7689,3,"2024-01-29","2024-02-07",9,"2024-01-08"
7690,7690,7690,3,"2023-12-04","2023-12-15",11,"2023-11-21"
7691,7691,7691,2,"2024-01-17","2024-01-21",4,"2024-01-02"
7692,7692,7692,3,"2023-03-02","2023-03-16",14,"2023-02-07"
7693,7693,7693,2,"2023-05-10","2023-05-23",13,"2023-05-05"
7694,7694,7694,2,"2023-09-26","2023-09-28",2,"2023-09-23"
7695,7695,7695,2,"2023-09-10","2023-09-18",8,"2023-08-14"
7696,7696,7696,1,"2023-12-31","2024-01-12",12,"2023-12-03"
7697,7697,7697,1,"2024-02-05","2024-02-11",6,"2024-01-22"
7698,7698,7698,2,"2023-03-30","2023-04-03",4,"2023-03-15"
7699,7699,7699,1,"2023-04-13","2023-04-15",2,"2023-04-10"
7700,7700,7700,1,"2023-08-19","2023-09-01",13,"2023-08-15"
7701,7701,7701,1,"2023-11-28","2023-12-05",7,"2023-11-01"
7702,7702,7702,2,"2023-04-02","2023-04-13",11,"2023-03-03"
7703,7703,7703,3,"2023-06-01","2023-06-06",5,"2023-05-12"
7704,7704,7704,2,"2023-11-19","2023-11-22",3,"2023-11-10"
7705,7705,7705,3,"2023-11-18","2023-11-25",7,"2023-10-27"
7706,7706,7706,2,"2023-10-11","2023-10-13",2,"2023-10-09"
7707,7707,7707,1,"2023-04-15","2023-04-27",12,"2023-03-19"
7708,7708,7708,1,"2023-04-17","2023-04-26",9,"2023-03-24"
7709,7709,7709,2,"2023-12-28","2024-01-03",6,"2023-12-25"
7710,7710,7710,1,"2023-03-16","2023-03-29",13,"2023-02-26"
7711,7711,7711,3,"2023-11-26","2023-12-08",12,"2023-11-02"
7712,7712,7712,2,"2023-10-03","2023-10-06",3,"2023-09-30"
7713,7713,7713,3,"2024-01-13","2024-01-26",13,"2023-12-26"
7714,7714,7714,3,"2023-03-07","2023-03-21",14,"2023-02-08"
7715,7715,7715,2,"2023-03-22","2023-03-26",4,"2023-03-01"
7716,7716,7716,3,"2023-07-03","2023-07-10",7,"2023-06-13"
7717,7717,7717,1,"2023-11-28","2023-12-07",9,"2023-11-07"
7718,7718,7718,3,"2023-12-25","2023-12-31",6,"2023-11-29"
7719,7719,7719,1,"2024-02-16","2024-02-24",8,"2024-02-05"
7720,7720,7720,1,"2023-12-05","2023-12-09",4,"2023-11-07"
7721,7721,7721,2,"2023-07-19","2023-07-20",1,"2023-07-02"
7722,7722,7722,2,"2023-04-16","2023-04-28",12,"2023-04-09"
7723,7723,7723,1,"2023-06-30","2023-07-10",10,"2023-06-22"
7724,7724,7724,2,"2023-03-20","2023-03-28",8,"2023-02-23"
7725,7725,7725,1,"2023-06-05","2023-06-16",11,"2023-05-19"
7726,7726,7726,3,"2023-10-01","2023-10-07",6,"2023-09-05"
7727,7727,7727,1,"2023-08-29","2023-09-03",5,"2023-08-28"
7728,7728,7728,3,"2023-03-30","2023-04-10",11,"2023-03-19"
7729,7729,7729,2,"2023-10-03","2023-10-06",3,"2023-10-02"
7730,7730,7730,1,"2023-04-15","2023-04-18",3,"2023-03-27"
7731,7731,7731,3,"2023-05-23","2023-05-28",5,"2023-05-16"
7732,7732,7732,2,"2024-02-10","2024-02-23",13,"2024-01-17"
7733,7733,7733,1,"2023-11-15","2023-11-24",9,"2023-10-24"
7734,7734,7734,2,"2024-01-26","2024-01-31",5,"2024-01-26"
7735,7735,7735,1,"2023-09-12","2023-09-19",7,"2023-09-11"
7736,7736,7736,3,"2023-03-07","2023-03-11",4,"2023-02-14"
7737,7737,7737,2,"2023-09-05","2023-09-08",3,"2023-08-07"
7738,7738,7738,3,"2023-12-11","2023-12-12",1,"2023-11-26"
7739,7739,7739,3,"2023-07-07","2023-07-16",9,"2023-06-15"
7740,7740,7740,3,"2023-04-11","2023-04-14",3,"2023-03-28"
7741,7741,7741,3,"2023-06-11","2023-06-14",3,"2023-06-11"
7742,7742,7742,1,"2023-12-27","2024-01-06",10,"2023-12-23"
7743,7743,7743,3,"2023-04-18","2023-04-21",3,"2023-04-17"
7744,7744,7744,3,"2023-09-02","2023-09-14",12,"2023-08-03"
7745,7745,7745,3,"2024-01-05","2024-01-10",5,"2023-12-27"
7746,7746,7746,2,"2023-12-08","2023-12-19",11,"2023-11-18"
7747,7747,7747,3,"2023-08-24","2023-08-27",3,"2023-08-03"
7748,7748,7748,2,"2023-03-09","2023-03-21",12,"2023-02-15"
7749,7749,7749,2,"2023-09-23","2023-09-30",7,"2023-09-14"
7750,7750,7750,2,"2023-04-05","2023-04-17",12,"2023-03-22"
7751,7751,7751,2,"2023-04-23","2023-04-26",3,"2023-04-11"
7752,7752,7752,2,"2023-05-06","2023-05-20",14,"2023-04-15"
7753,7753,7753,1,"2023-02-28","2023-03-04",4,"2023-02-15"
7754,7754,7754,3,"2023-07-28","2023-07-31",3,"2023-06-28"
7755,7755,7755,1,"2023-03-20","2023-04-01",12,"2023-02-24"
7756,7756,7756,1,"2023-02-19","2023-03-04",13,"2023-02-16"
7757,7757,7757,2,"2023-08-26","2023-08-29",3,"2023-08-25"
7758,7758,7758,1,"2023-11-22","2023-11-26",4,"2023-11-07"
7759,7759,7759,3,"2023-06-24","2023-06-28",4,"2023-05-30"
7760,7760,7760,2,"2023-10-15","2023-10-18",3,"2023-09-18"
7761,7761,7761,1,"2023-10-12","2023-10-19",7,"2023-09-27"
7762,7762,7762,3,"2023-09-14","2023-09-25",11,"2023-08-16"
7763,7763,7763,2,"2024-01-10","2024-01-16",6,"2024-01-07"
7764,7764,7764,1,"2023-12-31","2024-01-14",14,"2023-12-26"
7765,7765,7765,2,"2023-07-30","2023-08-04",5,"2023-07-11"
7766,7766,7766,2,"2023-11-04","2023-11-11",7,"2023-10-09"
7767,7767,7767,1,"2023-07-10","2023-07-13",3,"2023-06-21"
7768,7768,7768,2,"2023-04-25","2023-04-26",1,"2023-04-23"
7769,7769,7769,3,"2023-09-18","2023-09-28",10,"2023-08-21"
7770,7770,7770,2,"2024-01-20","2024-02-01",12,"2024-01-20"
7771,7771,7771,3,"2024-02-07","2024-02-10",3,"2024-02-07"
7772,7772,7772,3,"2023-08-11","2023-08-24",13,"2023-07-14"
7773,7773,7773,3,"2023-05-27","2023-05-29",2,"2023-05-08"
7774,7774,7774,2,"2023-06-17","2023-06-24",7,"2023-06-05"
7775,7775,7775,3,"2023-04-04","2023-04-07",3,"2023-03-27"
7776,7776,7776,1,"2023-11-04","2023-11-13",9,"2023-10-05"
7777,7777,7777,3,"2024-01-31","2024-02-11",11,"2024-01-01"
7778,7778,7778,1,"2023-03-29","2023-04-11",13,"2023-03-11"
7779,7779,7779,3,"2024-01-08","2024-01-14",6,"2023-12-22"
7780,7780,7780,1,"2023-03-26","2023-03-27",1,"2023-03-12"
7781,7781,7781,3,"2023-10-27","2023-11-05",9,"2023-09-29"
7782,7782,7782,3,"2023-05-29","2023-06-03",5,"2023-05-01"
7783,7783,7783,1,"2024-01-27","2024-01-28",1,"2024-01-27"
7784,7784,7784,2,"2023-04-22","2023-04-28",6,"2023-04-02"
7785,7785,7785,3,"2023-02-16","2023-03-02",14,"2023-02-14"
7786,7786,7786,2,"2023-08-08","2023-08-13",5,"2023-07-13"
7787,7787,7787,1,"2023-07-15","2023-07-21",6,"2023-07-03"
7788,7788,7788,3,"2023-09-12","2023-09-17",5,"2023-09-09"
7789,7789,7789,1,"2023-11-30","2023-12-02",2,"2023-11-30"
7790,7790,7790,3,"2023-06-20","2023-06-23",3,"2023-06-07"
7791,7791,7791,1,"2024-02-13","2024-02-14",1,"2024-02-12"
7792,7792,7792,1,"2023-02-22","2023-03-08",14,"2023-01-25"
7793,7793,7793,3,"2023-08-05","2023-08-19",14,"2023-08-05"
7794,7794,7794,3,"2023-10-23","2023-10-26",3,"2023-10-16"
7795,7795,7795,3,"2023-12-13","2023-12-18",5,"2023-12-04"
7796,7796,7796,1,"2023-12-22","2024-01-03",12,"2023-12-21"
7797,7797,7797,2,"2023-05-10","2023-05-16",6,"2023-04-18"
7798,7798,7798,1,"2023-09-19","2023-09-26",7,"2023-09-09"
7799,7799,7799,1,"2023-09-17","2023-09-23",6,"2023-09-13"
7800,7800,7800,3,"2023-12-22","2023-12-31",9,"2023-11-29"
7801,7801,7801,1,"2023-10-07","2023-10-14",7,"2023-09-30"
7802,7802,7802,3,"2023-02-14","2023-02-25",11,"2023-02-06"
7803,7803,7803,2,"2023-11-20","2023-12-03",13,"2023-11-19"
7804,7804,7804,3,"2023-08-29","2023-09-01",3,"2023-08-13"
7805,7805,7805,1,"2023-12-10","2023-12-15",5,"2023-11-24"
7806,7806,7806,2,"2023-04-13","2023-04-19",6,"2023-03-21"
7807,7807,7807,3,"2023-05-01","2023-05-08",7,"2023-04-10"
7808,7808,7808,2,"2023-08-22","2023-08-30",8,"2023-07-25"
7809,7809,7809,1,"2023-04-07","2023-04-14",7,"2023-03-16"
7810,7810,7810,1,"2023-04-11","2023-04-24",13,"2023-04-09"
7811,7811,7811,3,"2023-10-24","2023-10-30",6,"2023-09-24"
7812,7812,7812,2,"2023-06-13","2023-06-14",1,"2023-06-02"
7813,7813,7813,2,"2023-06-12","2023-06-22",10,"2023-06-12"
7814,7814,7814,2,"2023-11-20","2023-11-27",7,"2023-11-19"
7815,7815,7815,2,"2023-12-01","2023-12-04",3,"2023-11-21"
7816,7816,7816,3,"2023-11-13","2023-11-25",12,"2023-11-07"
7817,7817,7817,2,"2023-06-15","2023-06-17",2,"2023-06-04"
7818,7818,7818,3,"2023-07-15","2023-07-17",2,"2023-06-15"
7819,7819,7819,1,"2024-02-24","2024-02-25",1,"2024-01-29"
7820,7820,7820,3,"2023-10-07","2023-10-20",13,"2023-09-11"
7821,7821,7821,3,"2023-06-28","2023-07-03",5,"2023-06-21"
7822,7822,7822,3,"2023-09-19","2023-09-27",8,"2023-08-27"
7823,7823,7823,2,"2023-11-04","2023-11-14",10,"2023-10-26"
7824,7824,7824,2,"2023-05-10","2023-05-11",1,"2023-04-11"
7825,7825,7825,3,"2023-12-28","2023-12-29",1,"2023-12-13"
7826,7826,7826,3,"2023-07-19","2023-08-02",14,"2023-06-22"
7827,7827,7827,1,"2024-01-27","2024-01-30",3,"2024-01-09"
7828,7828,7828,1,"2024-01-31","2024-02-13",13,"2024-01-07"
7829,7829,7829,2,"2023-05-21","2023-05-25",4,"2023-04-21"
7830,7830,7830,3,"2023-10-05","2023-10-16",11,"2023-09-24"
7831,7831,7831,3,"2023-08-30","2023-09-10",11,"2023-08-09"
7832,7832,7832,1,"2023-11-20","2023-11-27",7,"2023-11-10"
7833,7833,7833,2,"2023-08-06","2023-08-16",10,"2023-08-05"
7834,7834,7834,2,"2023-10-07","2023-10-18",11,"2023-10-01"
7835,7835,7835,3,"2023-05-19","2023-05-20",1,"2023-05-15"
7836,7836,7836,2,"2023-12-22","2024-01-01",10,"2023-12-22"
7837,7837,7837,2,"2023-05-15","2023-05-19",4,"2023-05-09"
7838,7838,7838,3,"2023-12-21","2023-12-30",9,"2023-11-25"
7839,7839,7839,2,"2023-03-13","2023-03-19",6,"2023-02-20"
7840,7840,7840,1,"2023-11-24","2023-11-25",1,"2023-11-20"
7841,7841,7841,2,"2023-09-09","2023-09-11",2,"2023-08-21"
7842,7842,7842,1,"2023-08-17","2023-08-18",1,"2023-07-21"
7843,7843,7843,2,"2023-08-16","2023-08-19",3,"2023-08-02"
7844,7844,7844,3,"2023-04-02","2023-04-06",4,"2023-03-04"
7845,7845,7845,1,"2023-02-25","2023-03-09",12,"2023-02-19"
7846,7846,7846,3,"2023-08-13","2023-08-25",12,"2023-08-02"
7847,7847,7847,3,"2023-04-23","2023-05-05",12,"2023-04-13"
7848,7848,7848,2,"2023-05-27","2023-06-06",10,"2023-05-09"
7849,7849,7849,2,"2024-01-15","2024-01-19",4,"2023-12-18"
7850,7850,7850,2,"2024-02-04","2024-02-12",8,"2024-01-06"
7851,7851,7851,2,"2023-08-29","2023-08-31",2,"2023-08-28"
7852,7852,7852,2,"2023-11-13","2023-11-24",11,"2023-10-30"
7853,7853,7853,3,"2023-11-07","2023-11-14",7,"2023-10-19"
7854,7854,7854,2,"2023-04-11","2023-04-24",13,"2023-03-15"
7855,7855,7855,1,"2023-05-15","2023-05-21",6,"2023-04-28"
7856,7856,7856,3,"2023-02-28","2023-03-14",14,"2023-02-18"
7857,7857,7857,3,"2023-11-19","2023-12-02",13,"2023-11-08"
7858,7858,7858,2,"2023-04-07","2023-04-21",14,"2023-03-29"
7859,7859,7859,2,"2023-04-04","2023-04-11",7,"2023-03-18"
7860,7860,7860,3,"2023-09-12","2023-09-18",6,"2023-09-10"
7861,7861,7861,1,"2023-04-07","2023-04-12",5,"2023-03-13"
7862,7862,7862,2,"2023-11-19","2023-11-21",2,"2023-11-17"
7863,7863,7863,2,"2023-07-28","2023-08-09",12,"2023-07-25"
7864,7864,7864,3,"2024-01-20","2024-01-28",8,"2023-12-24"
7865,7865,7865,1,"2023-03-23","2023-03-29",6,"2023-03-23"
7866,7866,7866,2,"2024-02-09","2024-02-18",9,"2024-01-17"
7867,7867,7867,2,"2023-12-10","2023-12-24",14,"2023-11-15"
7868,7868,7868,2,"2023-04-29","2023-05-11",12,"2023-04-22"
7869,7869,7869,2,"2023-10-19","2023-10-22",3,"2023-10-13"
7870,7870,7870,1,"2023-07-29","2023-08-02",4,"2023-07-04"
7871,7871,7871,1,"2023-03-29","2023-04-03",5,"2023-03-01"
7872,7872,7872,3,"2023-06-17","2023-06-19",2,"2023-05-23"
7873,7873,7873,2,"2023-08-27","2023-08-29",2,"2023-07-28"
7874,7874,7874,3,"2023-10-27","2023-11-06",10,"2023-10-09"
7875,7875,7875,2,"2024-02-15","2024-02-17",2,"2024-01-18"
7876,7876,7876,2,"2023-08-10","2023-08-24",14,"2023-08-01"
7877,7877,7877,1,"2023-06-14","2023-06-21",7,"2023-06-09"
7878,7878,7878,2,"2023-07-29","2023-08-03",5,"2023-07-20"
7879,7879,7879,2,"2023-07-18","2023-07-20",2,"2023-06-30"
7880,7880,7880,3,"2023-05-10","2023-05-13",3,"2023-04-22"
7881,7881,7881,1,"2023-09-12","2023-09-26",14,"2023-08-18"
7882,7882,7882,3,"2023-03-25","2023-04-01",7,"2023-02-27"
7883,7883,7883,2,"2024-01-21","2024-02-01",11,"2024-01-01"
7884,7884,7884,3,"2023-12-14","2023-12-27",13,"2023-12-03"
7885,7885,7885,1,"2023-11-06","2023-11-13",7,"2023-10-30"
7886,7886,7886,2,"2023-11-24","2023-11-28",4,"2023-11-07"
7887,7887,7887,1,"2023-05-05","2023-05-13",8,"2023-04-28"
7888,7888,7888,1,"2023-03-28","2023-04-09",12,"2023-03-05"
7889,7889,7889,2,"2024-02-10","2024-02-24",14,"2024-02-02"
7890,7890,7890,1,"2023-09-07","2023-09-16",9,"2023-09-05"
7891,7891,7891,1,"2023-04-06","2023-04-08",2,"2023-03-22"
7892,7892,7892,3,"2023-07-17","2023-07-28",11,"2023-06-26"
7893,7893,7893,1,"2023-12-07","2023-12-15",8,"2023-11-07"
7894,7894,7894,1,"2023-03-18","2023-03-25",7,"2023-03-09"
7895,7895,7895,2,"2023-08-05","2023-08-08",3,"2023-07-25"
7896,7896,7896,2,"2024-01-04","2024-01-16",12,"2024-01-04"
7897,7897,7897,1,"2023-03-09","2023-03-14",5,"2023-02-24"
7898,7898,7898,1,"2023-03-08","2023-03-21",13,"2023-03-01"
7899,7899,7899,3,"2023-09-12","2023-09-15",3,"2023-09-05"
7900,7900,7900,3,"2023-03-03","2023-03-11",8,"2023-02-13"
7901,7901,7901,1,"2024-02-02","2024-02-13",11,"2024-02-02"
7902,7902,7902,3,"2023-07-07","2023-07-13",6,"2023-06-21"
7903,7903,7903,2,"2023-07-31","2023-08-11",11,"2023-07-14"
7904,7904,7904,2,"2024-01-03","2024-01-06",3,"2023-12-26"
7905,7905,7905,3,"2023-08-01","2023-08-02",1,"2023-07-08"
7906,7906,7906,1,"2023-12-11","2023-12-21",10,"2023-11-30"
7907,7907,7907,1,"2023-12-15","2023-12-28",13,"2023-11-18"
7908,7908,7908,1,"2023-04-07","2023-04-09",2,"2023-03-18"
7909,7909,7909,1,"2023-10-26","2023-11-05",10,"2023-09-28"
7910,7910,7910,3,"2023-07-24","2023-07-31",7,"2023-07-20"
7911,7911,7911,3,"2023-09-29","2023-10-07",8,"2023-08-31"
7912,7912,7912,2,"2023-12-19","2023-12-31",12,"2023-11-25"
7913,7913,7913,2,"2023-10-25","2023-10-31",6,"2023-10-23"
7914,7914,7914,3,"2023-07-10","2023-07-18",8,"2023-07-02"
7915,7915,7915,1,"2023-07-30","2023-08-07",8,"2023-07-30"
7916,7916,7916,2,"2023-09-14","2023-09-27",13,"2023-09-01"
7917,7917,7917,2,"2023-09-13","2023-09-21",8,"2023-09-01"
7918,7918,7918,2,"2023-06-12","2023-06-20",8,"2023-05-22"
7919,7919,7919,3,"2024-01-29","2024-02-07",9,"2024-01-03"
7920,7920,7920,2,"2023-06-01","2023-06-10",9,"2023-05-30"
7921,7921,7921,3,"2024-02-23","2024-02-25",2,"2024-02-23"
7922,7922,7922,2,"2023-05-21","2023-05-24",3,"2023-05-05"
7923,7923,7923,3,"2024-01-02","2024-01-15",13,"2023-12-23"
7924,7924,7924,1,"2023-06-05","2023-06-16",11,"2023-06-03"
7925,7925,7925,2,"2023-05-12","2023-05-22",10,"2023-04-20"
7926,7926,7926,1,"2023-05-30","2023-06-11",12,"2023-05-18"
7927,7927,7927,2,"2023-04-07","2023-04-21",14,"2023-03-29"
7928,7928,7928,3,"2023-08-08","2023-08-13",5,"2023-07-18"
7929,7929,7929,1,"2023-11-29","2023-12-07",8,"2023-11-01"
7930,7930,7930,3,"2023-12-27","2024-01-08",12,"2023-12-10"
7931,7931,7931,3,"2023-08-30","2023-09-04",5,"2023-08-02"
7932,7932,7932,2,"2023-04-10","2023-04-13",3,"2023-03-18"
7933,7933,7933,2,"2023-05-28","2023-06-02",5,"2023-05-08"
7934,7934,7934,1,"2023-05-09","2023-05-23",14,"2023-04-23"
7935,7935,7935,3,"2023-07-31","2023-08-05",5,"2023-07-17"
7936,7936,7936,2,"2023-10-13","2023-10-25",12,"2023-09-14"
7937,7937,7937,2,"2024-01-26","2024-02-09",14,"2024-01-10"
7938,7938,7938,1,"2023-06-30","2023-07-01",1,"2023-06-30"
7939,7939,7939,3,"2023-04-17","2023-04-21",4,"2023-03-28"
7940,7940,7940,2,"2023-05-18","2023-05-20",2,"2023-04-24"
7941,7941,7941,2,"2023-04-19","2023-04-22",3,"2023-04-03"
